Reference,MaterialSample-ID (received),MaterialSampleID,MaterialSample-ID (EMOBON),Sequence_batch,Gene,Sample_code,DNA_code,Concentration_ng_per_µl,Volume_µl,Quantity_vol,Tag,Code,Forward_read,Reverse_read,PCR_negative_control_extraction,PCR_negative_control_Code_1,PCR_negative_control_Code_2,Number_of_sequences,Comment_1,Comment_2,Run
EMOBON060493,ARMS_RAVM2_20240424-20240725_MF100_1,ARMS_RavMarina_RavM2_20240424_20240725_MF100_s1_r2,EMOBON_Italy_Ha_81,Batch6,18S rRNA (V1-V2),DBN_AARA,DBP_AARM,"24,1",108,"2602,8",DBQ_ABWA,DBQ_ABWAOSTA_2_HCJF5DRX7.UDI214-BID02,DBQ_ABWAOSTA_2_1_HCJF5DRX7.UDI214-BID02_clean.fastq.gz,DBQ_ABWAOSTA_2_2_HCJF5DRX7.UDI214-BID02_clean.fastq.gz,CDW_AAKS,CEB_EON,CEB_EOO,629424,,ARMS organisms sample from station UniBologna,251119_JARVIS_HCJF5DRX7
EMOBON060495,ARMS_RAVM2_20240424-20240725_MF500_1,ARMS_RavMarina_RavM2_20240424_20240725_MF500_s1_r1,EMOBON_Italy_Ha_83,Batch6,18S rRNA (V1-V2),DBN_AARC,DBP_AARN,"29,5",103,"3038,5",DBQ_ABLR,DBQ_ABLROSTA_2_H3WT3DRX7.UDI306-BID04,DBQ_ABLROSTA_2_1_H3WT3DRX7.UDI306-BID04_clean.fastq.gz,DBQ_ABLROSTA_2_2_H3WT3DRX7.UDI306-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,456167,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060497,ARMS_RAVM3_20240424-20240725_SF40_1,ARMS_RavMarina_RavM3_20240424_20240725_SF40_s1_r1,EMOBON_Italy_Ha_85,Batch6,18S rRNA (V1-V2),DBN_AARE,DBP_AARO,"21,3",103,"2193,9",DBQ_ABLS,DBQ_ABLSOSTA_2_H3WT3DRX7.UDI293-BID04,DBQ_ABLSOSTA_2_1_H3WT3DRX7.UDI293-BID04_clean.fastq.gz,DBQ_ABLSOSTA_2_2_H3WT3DRX7.UDI293-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,503239,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060499,ARMS_RAVM3_20240424-20240725_MF100_1,ARMS_RavMarina_RavM3_20240424_20240725_MF100_s1_r1,EMOBON_Italy_Ha_87,Batch6,18S rRNA (V1-V2),DBN_AARG,DBP_AARP,"13,15",98,"1288,7",DBQ_ABLT,DBQ_ABLTOSTA_2_H3WT3DRX7.UDI329-BID05,DBQ_ABLTOSTA_2_1_H3WT3DRX7.UDI329-BID05_clean.fastq.gz,DBQ_ABLTOSTA_2_2_H3WT3DRX7.UDI329-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,617520,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060501,ARMS_RAVM3_20240424-20240725_MF500_1,ARMS_RavMarina_RavM3_20240424_20240725_MF500_s1_r1,EMOBON_Italy_Ha_89,Batch6,18S rRNA (V1-V2),DBN_AARI,DBP_AARQ,22,98,2156,DBQ_ABLU,DBQ_ABLUOSTA_2_H3WT3DRX7.UDI341-BID05,DBQ_ABLUOSTA_2_1_H3WT3DRX7.UDI341-BID05_clean.fastq.gz,DBQ_ABLUOSTA_2_2_H3WT3DRX7.UDI341-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,605351,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060504,ARMS_RAVH_RAVM_20240424-20240725_Blank_1,ARMS_RavHarbour_RavH3_20240424_20240725_blank,EMOBON_Italy_Ha_92,Batch6,18S rRNA (V1-V2),DBN_AARL,DBP_AARR,not reported by Genoscope,not reported by Genoscope,not reported by Genoscope,DBQ_ABLV,DBQ_ABLVOSTA_2_H3WT3DRX7.UDI353-BID05,DBQ_ABLVOSTA_2_1_H3WT3DRX7.UDI353-BID05_clean.fastq.gz,DBQ_ABLVOSTA_2_2_H3WT3DRX7.UDI353-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,9103,,ARMS organisms sample from station UniBologna; blank,251031_JARVIS_H3WT3DRX7
EMOBON060507,ARMS_VEN1_20230719-20240716_SF40_1,ARMS_AdriaticEastCoast_VEN1_20230719_20240716_SF40_s1_r1,EMOBON_Italy_Ha_95,Batch6,18S rRNA (V1-V2),DBN_AARO,DBP_AARS,"6,6",98,"646,8",DBQ_ABLW,DBQ_ABLWOSTA_2_H3WT3DRX7.UDI365-BID05,DBQ_ABLWOSTA_2_1_H3WT3DRX7.UDI365-BID05_clean.fastq.gz,DBQ_ABLWOSTA_2_2_H3WT3DRX7.UDI365-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1835185,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060509,ARMS_VEN1_20230719-20240716_MF100_1,ARMS_AdriaticEastCoast_VEN1_20230719_20240716_MF100_s1_r1,EMOBON_Italy_Ha_97,Batch6,18S rRNA (V1-V2),DBN_AARQ,DBP_AART,"16,1",98,"1577,8",DBQ_ABLX,DBQ_ABLXOSTA_2_H3WT3DRX7.UDI377-BID05,DBQ_ABLXOSTA_2_1_H3WT3DRX7.UDI377-BID05_clean.fastq.gz,DBQ_ABLXOSTA_2_2_H3WT3DRX7.UDI377-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1526556,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060511,ARMS_VEN1_20230719-20240716_MF500_1,ARMS_AdriaticEastCoast_VEN1_20230719_20240716_MF500_s1_r1,EMOBON_Italy_Ha_99,Batch6,18S rRNA (V1-V2),DBN_AARS,DBP_AARU,"6,34",98,"621,3",DBQ_ABLY,DBQ_ABLYOSTA_2_H3WT3DRX7.UDI294-BID05,DBQ_ABLYOSTA_2_1_H3WT3DRX7.UDI294-BID05_clean.fastq.gz,DBQ_ABLYOSTA_2_2_H3WT3DRX7.UDI294-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1352356,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060513,ARMS_VEN2_20230719-20240716_SF40_1,ARMS_AdriaticEastCoast_VEN2_20230719_20240716_SF40_s1_r1,EMOBON_Italy_Ha_101,Batch6,18S rRNA (V1-V2),DBN_AARU,DBP_AARV,"4,86",108,"524,9",DBQ_ABLZ,DBQ_ABLZOSTA_2_H3WT3DRX7.UDI306-BID05,DBQ_ABLZOSTA_2_1_H3WT3DRX7.UDI306-BID05_clean.fastq.gz,DBQ_ABLZOSTA_2_2_H3WT3DRX7.UDI306-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1377672,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060515,ARMS_VEN2_20230719-20240716_MF100_1,ARMS_AdriaticEastCoast_VEN2_20230719_20240716_MF100_s1_r1,EMOBON_Italy_Ha_103,Batch6,18S rRNA (V1-V2),DBN_AARW,DBP_AARW,"21,6",108,"2332,8",DBQ_ABMA,DBQ_ABMAOSTA_2_H3WT3DRX7.UDI293-BID05,DBQ_ABMAOSTA_2_1_H3WT3DRX7.UDI293-BID05_clean.fastq.gz,DBQ_ABMAOSTA_2_2_H3WT3DRX7.UDI293-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1225177,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060517,ARMS_VEN2_20230719-20240716_MF500_1,ARMS_AdriaticEastCoast_VEN2_20230719_20240716_MF500_s1_r1,EMOBON_Italy_Ha_105,Batch6,18S rRNA (V1-V2),DBN_AARY,DBP_AARX,"13,1",108,"1414,8",DBQ_ABMB,DBQ_ABMBOSTA_2_H3WT3DRX7.UDI329-BID08,DBQ_ABMBOSTA_2_1_H3WT3DRX7.UDI329-BID08_clean.fastq.gz,DBQ_ABMBOSTA_2_2_H3WT3DRX7.UDI329-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,617028,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060519,ARMS_VEN3_20230719-20240716_SF40_1,ARMS_AdriaticEastCoast_VEN3_20230719_20240716_SF40_s1_r1,EMOBON_Italy_Ha_107,Batch6,18S rRNA (V1-V2),DBN_AASA,DBP_AARY,"10,5",108,1134,DBQ_ABMC,DBQ_ABMCOSTA_2_H3WT3DRX7.UDI341-BID08,DBQ_ABMCOSTA_2_1_H3WT3DRX7.UDI341-BID08_clean.fastq.gz,DBQ_ABMCOSTA_2_2_H3WT3DRX7.UDI341-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,486188,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060521,ARMS_VEN3_20230719-20240716_MF100_1,ARMS_AdriaticEastCoast_VEN3_20230719_20240716_MF100_s1_r1,EMOBON_Italy_Ha_109,Batch6,18S rRNA (V1-V2),DBN_AASC,DBP_AARZ,"41,667",107,"4458,3",DBQ_ABHX,DBQ_ABHXOSTA_1_H3WT3DRX7.UDI378-BID02,DBQ_ABHXOSTA_1_1_H3WT3DRX7.UDI378-BID02_clean.fastq.gz,DBQ_ABHXOSTA_1_2_H3WT3DRX7.UDI378-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,332283,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060521,ARMS_VEN3_20230719-20240716_MF100_1,ARMS_AdriaticEastCoast_VEN3_20230719_20240716_MF100_s1_r2,EMOBON_Italy_Ha_109,Batch6,18S rRNA (V1-V2),DBN_AASC,DBP_AARZ,"41,667",107,"4458,3",DBQ_ABWB,DBQ_ABWBOSTA_2_HCJF5DRX7.UDI214-BID04,DBQ_ABWBOSTA_2_1_HCJF5DRX7.UDI214-BID04_clean.fastq.gz,DBQ_ABWBOSTA_2_2_HCJF5DRX7.UDI214-BID04_clean.fastq.gz,CDW_AAKS,CEB_EON,CEB_EOO,939656,,ARMS organisms sample from station UniBologna,251119_JARVIS_HCJF5DRX7
EMOBON060523,ARMS_VEN3_20230719-20240716_MF500_1,ARMS_AdriaticEastCoast_VEN3_20230719_20240716_MF500_s1_r1,EMOBON_Italy_Ha_111,Batch6,18S rRNA (V1-V2),DBN_AASE,DBP_AASA,15,108,1620,DBQ_ABMD,DBQ_ABMDOSTA_2_H3WT3DRX7.UDI353-BID08,DBQ_ABMDOSTA_2_1_H3WT3DRX7.UDI353-BID08_clean.fastq.gz,DBQ_ABMDOSTA_2_2_H3WT3DRX7.UDI353-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,472608,,ARMS organisms sample from station UniBologna,251031_JARVIS_H3WT3DRX7
EMOBON060525,ARMS_VEN_20230719-20240716_Blank_1,ARMS_AdriaticEastCoast_VEN3_20230719_20240716_blank,EMOBON_Italy_Ha_113,Batch6,18S rRNA (V1-V2),DBN_AASG,DBP_AASB,not reported by Genoscope,not reported by Genoscope,not reported by Genoscope,DBQ_ABME,DBQ_ABMEOSTA_2_H3WT3DRX7.UDI365-BID08,DBQ_ABMEOSTA_2_1_H3WT3DRX7.UDI365-BID08_clean.fastq.gz,DBQ_ABMEOSTA_2_2_H3WT3DRX7.UDI365-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,155465,,ARMS organisms sample from station UniBologna; blank,251031_JARVIS_H3WT3DRX7
EMOBON060527,EMOBON_SVALBARD_S1A_HA_220808_240626_SF40_1,ARMS_Svalbard_S1A_20220808_20240626_SF40_s1_r1,EMOBON_Svalbard_Ha_1,Batch6,18S rRNA (V1-V2),DBN_AASI,DBP_AASC,"11,3",108,"1220,4",DBQ_ABMF,DBQ_ABMFOSTA_2_H3WT3DRX7.UDI377-BID08,DBQ_ABMFOSTA_2_1_H3WT3DRX7.UDI377-BID08_clean.fastq.gz,DBQ_ABMFOSTA_2_2_H3WT3DRX7.UDI377-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1034244,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060529,EMOBON_SVALBARD_S1A_HA_220808_240626_MF100_1,ARMS_Svalbard_S1A_20220808_20240626_MF100_s1_r1,EMOBON_Svalbard_Ha_5,Batch6,18S rRNA (V1-V2),DBN_AASK,DBP_AASD,"66,5",108,7182,DBQ_ABHY,DBQ_ABHYOSTA_1_H3WT3DRX7.UDI295-BID02,DBQ_ABHYOSTA_1_1_H3WT3DRX7.UDI295-BID02_clean.fastq.gz,DBQ_ABHYOSTA_1_2_H3WT3DRX7.UDI295-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1586622,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060531,EMOBON_SVALBARD_S1A_HA_220808_240626_MF500_1,ARMS_Svalbard_S1A_20220808_20240626_MF500_s1_r1,EMOBON_Svalbard_Ha_8,Batch6,18S rRNA (V1-V2),DBN_AASM,DBP_AASE,"131,5",98,12887,DBQ_ABHZ,DBQ_ABHZOSTA_2_H3WT3DRX7.UDI318-BID04,DBQ_ABHZOSTA_2_1_H3WT3DRX7.UDI318-BID04_clean.fastq.gz,DBQ_ABHZOSTA_2_2_H3WT3DRX7.UDI318-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1645269,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060533,EMOBON_SVALBARD_S1B_HA_220808_240630_SF40_1,ARMS_Svalbard_S1B_20220808_20240630_SF40_s1_r1,EMOBON_Svalbard_Ha_11,Batch6,18S rRNA (V1-V2),DBN_AASO,DBP_AASF,"91,2",108,"9849,6",DBQ_ABIA,DBQ_ABIAOSTA_2_H3WT3DRX7.UDI330-BID04,DBQ_ABIAOSTA_2_1_H3WT3DRX7.UDI330-BID04_clean.fastq.gz,DBQ_ABIAOSTA_2_2_H3WT3DRX7.UDI330-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1401172,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060535,EMOBON_SVALBARD_S1B_HA_220808_240630_MF100_1,ARMS_Svalbard_S1B_20220808_20240630_MF100_s1_r1,EMOBON_Svalbard_Ha_14,Batch6,18S rRNA (V1-V2),DBN_AASQ,DBP_AASG,103,108,11124,DBQ_ABIB,DBQ_ABIBOSTA_2_H3WT3DRX7.UDI342-BID04,DBQ_ABIBOSTA_2_1_H3WT3DRX7.UDI342-BID04_clean.fastq.gz,DBQ_ABIBOSTA_2_2_H3WT3DRX7.UDI342-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1283530,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060537,EMOBON_SVALBARD_S1B_HA_220808_240630_MF500_1,ARMS_Svalbard_S1B_20220808_20240630_MF500_s1_r1,EMOBON_Svalbard_Ha_17,Batch6,18S rRNA (V1-V2),DBN_AASS,DBP_AAQZ,"97,1",99,"9612,9",DBQ_ABHT,DBQ_ABHTOSTA_2_H3WT3DRX7.UDI342-BID02,DBQ_ABHTOSTA_2_1_H3WT3DRX7.UDI342-BID02_clean.fastq.gz,DBQ_ABHTOSTA_2_2_H3WT3DRX7.UDI342-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,837644,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060539,EMOBON_SVALBARD_S1C_HA_220808_240630_SF40_1,ARMS_Svalbard_S1C_20220808_20240630_SF40_s1_r1,EMOBON_Svalbard_Ha_20,Batch6,18S rRNA (V1-V2),DBN_AASU,DBP_AARA,"48,9",99,"4841,1",DBQ_ABHU,DBQ_ABHUOSTA_2_H3WT3DRX7.UDI354-BID02,DBQ_ABHUOSTA_2_1_H3WT3DRX7.UDI354-BID02_clean.fastq.gz,DBQ_ABHUOSTA_2_2_H3WT3DRX7.UDI354-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1243817,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060541,EMOBON_SVALBARD_S1C_HA_220808_240630_MF100_1,ARMS_Svalbard_S1C_20220808_20240630_MF100_s1_r1,EMOBON_Svalbard_Ha_23,Batch6,18S rRNA (V1-V2),DBN_AASW,DBP_AARB,108,99,10692,DBQ_ABHV,DBQ_ABHVOSTA_2_H3WT3DRX7.UDI305-BID02,DBQ_ABHVOSTA_2_1_H3WT3DRX7.UDI305-BID02_clean.fastq.gz,DBQ_ABHVOSTA_2_2_H3WT3DRX7.UDI305-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1183560,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060543,EMOBON_SVALBARD_S1C_HA_220808_240630_MF500_1,ARMS_Svalbard_S1C_20220808_20240630_MF500_s1_r1,EMOBON_Svalbard_Ha_26,Batch6,18S rRNA (V1-V2),DBN_AASY,DBP_AARC,"49,8",99,"4930,2",DBQ_ABHW,DBQ_ABHWOSTA_1_H3WT3DRX7.UDI366-BID02,DBQ_ABHWOSTA_1_1_H3WT3DRX7.UDI366-BID02_clean.fastq.gz,DBQ_ABHWOSTA_1_2_H3WT3DRX7.UDI366-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1306662,,ARMS organisms sample from station Svalbard,251031_JARVIS_H3WT3DRX7
EMOBON060545,ROSKO_BasBlo_S1_20230609–20240528_MF100,ARMS_Roscoff_BasBloS1_20230609_20240528_MF100_s1_r1,EMOBON_Roskogo_Ha_64,Batch6,18S rRNA (V1-V2),DBN_AATA,DBP_AARD,"10,88",99,"1077,1",DBQ_ABLI,DBQ_ABLIOSTA_1_H3WLLDRX7.UDI317-BID02,DBQ_ABLIOSTA_1_1_H3WLLDRX7.UDI317-BID02_clean.fastq.gz,DBQ_ABLIOSTA_1_2_H3WLLDRX7.UDI317-BID02_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1377065,,ARMS organisms sample from station ROSKOGO,251020_JARVIS_H3WLLDRX7
EMOBON060546,ROSKO_BasBlo_S1_20230609–20240528_MF500,ARMS_Roscoff_BasBloS1_20230609_20240528_MF500_s1_r1,EMOBON_Roskogo_Ha_65,Batch6,18S rRNA (V1-V2),DBN_AATB,DBP_AAXA,"25,1",108,"2710,8",DBQ_ABKO,DBQ_ABKOOSTA_2_H3WT3DRX7.UDI354-BID17,DBQ_ABKOOSTA_2_1_H3WT3DRX7.UDI354-BID17_clean.fastq.gz,DBQ_ABKOOSTA_2_2_H3WT3DRX7.UDI354-BID17_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,4092237,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060547,ROSKO_BasBlo_S1_20230609–20240528_SFA,ARMS_Roscoff_BasBloS1_20230609_20240528_SF_s1_r1,EMOBON_Roskogo_Ha_66,Batch6,18S rRNA (V1-V2),DBN_AATC,DBP_AASH,"3,82",108,"412,6",DBQ_ABMG,DBQ_ABMGOSTA_2_H3WT3DRX7.UDI294-BID08,DBQ_ABMGOSTA_2_1_H3WT3DRX7.UDI294-BID08_clean.fastq.gz,DBQ_ABMGOSTA_2_2_H3WT3DRX7.UDI294-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1626869,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060548,ROSKO_BasBlo_S2_20230609–20240529_MF100,ARMS_Roscoff_BasBloS2_20230609_20240529_MF100_s1_r1,EMOBON_Roskogo_Ha_67,Batch6,18S rRNA (V1-V2),DBN_AATD,DBP_AASI,"74,9",108,"8089,2",DBQ_ABIC,DBQ_ABICOSTA_2_H3WT3DRX7.UDI354-BID04,DBQ_ABICOSTA_2_1_H3WT3DRX7.UDI354-BID04_clean.fastq.gz,DBQ_ABICOSTA_2_2_H3WT3DRX7.UDI354-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,2317230,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060549,ROSKO_BasBlo_S2_20230609–20240529_MF500,ARMS_Roscoff_BasBloS2_20230609_20240529_MF500_s1_r1,EMOBON_Roskogo_Ha_68,Batch6,18S rRNA (V1-V2),DBN_AATE,DBP_AASJ,134,108,14472,DBQ_ABID,DBQ_ABIDOSTA_2_H3WT3DRX7.UDI305-BID04,DBQ_ABIDOSTA_2_1_H3WT3DRX7.UDI305-BID04_clean.fastq.gz,DBQ_ABIDOSTA_2_2_H3WT3DRX7.UDI305-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,2098465,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060550,ROSKO_BasBlo_S2_20230609–20240529_SFA,ARMS_Roscoff_BasBloS2_20230609_20240529_SF_s1_r1,EMOBON_Roskogo_Ha_69,Batch6,18S rRNA (V1-V2),DBN_AATF,DBP_AASK,"2,26",108,"244,1",DBQ_ABMH,DBQ_ABMHOSTA_2_H3WT3DRX7.UDI306-BID08,DBQ_ABMHOSTA_2_1_H3WT3DRX7.UDI306-BID08_clean.fastq.gz,DBQ_ABMHOSTA_2_2_H3WT3DRX7.UDI306-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1843893,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060551,ROSKO_BasBlo_S3_20230609–20240529_MF100,ARMS_Roscoff_BasBloS3_20230609_20240529_MF100_s1_r1,EMOBON_Roskogo_Ha_70,Batch6,18S rRNA (V1-V2),DBN_AATG,DBP_AASL,"102,6",108,"11080,8",DBQ_ABIE,DBQ_ABIEOSTA_1_H3WT3DRX7.UDI366-BID04,DBQ_ABIEOSTA_1_1_H3WT3DRX7.UDI366-BID04_clean.fastq.gz,DBQ_ABIEOSTA_1_2_H3WT3DRX7.UDI366-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1989497,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060552,ROSKO_BasBlo_S3_20230609–20240529_MF500,ARMS_Roscoff_BasBloS3_20230609_20240529_MF500_s1_r1,EMOBON_Roskogo_Ha_71,Batch6,18S rRNA (V1-V2),DBN_AATH,DBP_AASM,"3,93",108,"424,4",DBQ_ABVX,DBQ_ABVXOSTA_2_H3WT3DRX7.UDI293-BID08,DBQ_ABVXOSTA_2_1_H3WT3DRX7.UDI293-BID08_clean.fastq.gz,DBQ_ABVXOSTA_2_2_H3WT3DRX7.UDI293-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELZ,CEB_EMA,1751710,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060553,ROSKO_BasBlo_S3_20230609–20240529_SFA,ARMS_Roscoff_BasBloS3_20230609_20240529_SF_s1_r1,EMOBON_Roskogo_Ha_72,Batch6,18S rRNA (V1-V2),DBN_AATI,DBP_AASN,"143,5",108,15498,DBQ_ABIF,DBQ_ABIFOSTA_1_H3WT3DRX7.UDI378-BID04,DBQ_ABIFOSTA_1_1_H3WT3DRX7.UDI378-BID04_clean.fastq.gz,DBQ_ABIFOSTA_1_2_H3WT3DRX7.UDI378-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,2369462,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060554,ROSKO_MarBlo_S1_20230609–20240527_MF100A,ARMS_Roscoff_MarBloR1_20230609_20240527_MF100_s1_r1,EMOBON_Roskogo_Ha_73,Batch6,18S rRNA (V1-V2),DBN_AATJ,DBP_AASO,"32,5",108,3510,DBQ_ABMJ,DBQ_ABMJOSTA_2_H3WT3DRX7.UDI329-BID09,DBQ_ABMJOSTA_2_1_H3WT3DRX7.UDI329-BID09_clean.fastq.gz,DBQ_ABMJOSTA_2_2_H3WT3DRX7.UDI329-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2807283,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060555,ROSKO_MarBlo_S1_20230609–20240527_MF500,ARMS_Roscoff_MarBloR1_20230609_20240527_MF500_s1_r1,EMOBON_Roskogo_Ha_74,Batch6,18S rRNA (V1-V2),DBN_AATK,DBP_AASP,109,100,10900,DBQ_ABIG,DBQ_ABIGOSTA_1_H3WT3DRX7.UDI295-BID04,DBQ_ABIGOSTA_1_1_H3WT3DRX7.UDI295-BID04_clean.fastq.gz,DBQ_ABIGOSTA_1_2_H3WT3DRX7.UDI295-BID04_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,2333204,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060556,ROSKO_MarBlo_S1_20230609–20240527_SFA,ARMS_Roscoff_MarBloR1_20230609_20240527_SF_s1_r1,EMOBON_Roskogo_Ha_75,Batch6,18S rRNA (V1-V2),DBN_AATL,DBP_AASQ,"1,95",102,"198,9",DBQ_ABMK,DBQ_ABMKOSTA_2_H3WT3DRX7.UDI341-BID09,DBQ_ABMKOSTA_2_1_H3WT3DRX7.UDI341-BID09_clean.fastq.gz,DBQ_ABMKOSTA_2_2_H3WT3DRX7.UDI341-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2172213,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060557,ROSKO_MarBlo_S2_20230609–20240527_MF100A,ARMS_Roscoff_MarBloR2_20230609_20240527_MF100_s1_r1,EMOBON_Roskogo_Ha_76,Batch6,18S rRNA (V1-V2),DBN_AATM,DBP_AASR,"51,25",108,5535,DBQ_ABIH,DBQ_ABIHOSTA_2_H3WT3DRX7.UDI318-BID05,DBQ_ABIHOSTA_2_1_H3WT3DRX7.UDI318-BID05_clean.fastq.gz,DBQ_ABIHOSTA_2_2_H3WT3DRX7.UDI318-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,3553998,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060558,ROSKO_MarBlo_S2_20230609–20240527_MF500,ARMS_Roscoff_MarBloR2_20230609_20240527_MF500_s1_r1,EMOBON_Roskogo_Ha_77,Batch6,18S rRNA (V1-V2),DBN_AATN,DBP_AASS,"108,5",108,11718,DBQ_ABII,DBQ_ABIIOSTA_2_H3WT3DRX7.UDI330-BID05,DBQ_ABIIOSTA_2_1_H3WT3DRX7.UDI330-BID05_clean.fastq.gz,DBQ_ABIIOSTA_2_2_H3WT3DRX7.UDI330-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,3318743,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
